Date,Stock,Return,Price Before,Price After
2015-07-14,WIPR.NS,2.1479493235988834,93.14,293.2
2018-01-15,JKIN.NS,2.146394183533111,50.89,160.12
2009-07-30,GENS.NS,2.145956607495069,45.63,143.55
2019-02-19,SEAM.NS,2.145808659034084,303.96,956.2
2021-03-03,CEMI.NS,2.1440040779915894,78.47,246.71
2021-02-16,TVEL.NS,2.143295019157088,130.5,410.2
2016-10-05,BRIT.NS,2.143240847151535,1522.75,4786.37
2016-06-02,JAAO.NS,2.1427258101585847,87.02,273.48
2011-03-14,WHEL.NS,2.1425076452599385,16.35,51.38
2019-11-22,THOM.NS,2.141942990110529,17.19,54.01
2019-03-01,BRIT.NS,2.1415055152997646,866.68,2722.68
2008-08-20,TANE.BO,2.139163224995511,55.69,174.82
2011-09-21,IMCL.NS,2.138522427440633,7.58,23.79
2015-12-10,TANE.BO,2.1370106761565837,16.86,52.89
2021-11-01,CHPC.NS,2.1351149317884506,107.02,335.52
2015-06-02,GICH.NS,2.1336098615411583,171.17,536.38
2022-04-08,OSGL.NS,2.1330891330891335,8.19,25.66
2018-11-15,CHPC.NS,2.1330263157894738,76.0,238.11
2007-08-24,TVEL.NS,2.1327920377160816,38.18,119.61
2014-03-24,KAMT.NS,2.1325389550870764,54.55,170.88
2015-02-19,HEGL.NS,2.132183908045977,12.18,38.15
2015-10-01,GENS.NS,2.130047505938242,16.84,52.71
2008-10-03,CEMI.NS,2.1283316880552814,20.26,63.38
2022-04-22,TVEL.NS,2.1276153187324116,81.73,255.62
2013-06-05,WSTC.NS,2.126657824933687,15.08,47.15
2025-01-17,BRIT.NS,2.1258668267129406,1532.89,4791.61
2022-02-10,AEGS.NS,2.1254853238080447,64.39,201.25
2010-11-05,HLVL.NS,2.123470732166384,53.13,165.95
2005-01-19,KAMT.NS,2.122653316645807,39.95,124.75
2012-12-17,WIPR.NS,2.1222155328115595,16.61,51.86
2023-02-02,ASHT.NS,2.1219312602291325,24.44,76.3
2020-12-01,WSTC.NS,2.121557203389831,151.04,471.48
2016-12-13,HEGL.NS,2.1214953271028034,8.56,26.72
2024-05-02,OSGL.NS,2.121104185218165,11.23,35.05
2012-12-27,WHEL.NS,2.120636211189593,196.79,614.11
2023-05-31,GICH.NS,2.120147118921128,48.94,152.7
2021-10-11,CHPC.NS,2.1193801089918254,117.44,366.34
2015-01-05,WRRN.BO,2.1188246097337005,163.35,509.46
2024-08-07,THOM.NS,2.118129695531831,202.32,630.86
2019-02-27,WHEL.NS,2.1172500876885305,712.75,2221.82
2018-02-01,JAAO.NS,2.116335087875814,112.09,349.31
2023-08-31,THOM.NS,2.1148740178813332,36.91,114.97
2012-10-08,WSTC.NS,2.1145748987854254,24.7,76.93
2020-09-23,OSGL.NS,2.1137931034482755,11.6,36.12
2013-05-28,OSGL.NS,2.1133968891118915,19.93,62.05
2020-02-11,XPRO.NS,2.112704918032787,4.88,15.19
2006-05-26,HLVL.NS,2.1119379354021537,63.16,196.55
2010-10-26,SEAM.NS,2.110928849702686,48.77,151.72
2007-11-02,GENS.NS,2.110294117647059,10.88,33.84
2017-08-07,MDRD.BO,2.1100702576112416,4.27,13.28
2005-09-19,ASHT.NS,2.1091773426798808,124.11,385.88
2015-04-27,AEGS.NS,2.1089266737513284,18.82,58.51
2020-01-08,AEGS.NS,2.108905704307334,171.8,534.11
2016-04-25,OSGL.NS,2.1076923076923073,24.05,74.74
2005-12-14,KAMT.NS,2.1071875782619585,39.93,124.07
2020-04-03,ASHT.NS,2.107074569789675,20.92,65.0
2013-11-20,BOB.NS,2.106756756756757,103.6,321.86
2014-04-09,SEAM.NS,2.106665462427746,110.72,343.97
2006-03-10,GENS.NS,2.105555555555555,1.8,5.59
2010-05-11,JAAO.NS,2.1050282653972032,33.61,104.36
2006-03-03,XPRO.NS,2.1045627376425853,5.26,16.33
2007-06-11,KAMT.NS,2.1045381441857214,143.01,443.98
2022-09-30,SEAM.NS,2.1044827290648835,350.01,1086.6
2007-02-05,ASHT.NS,2.1042463482449385,766.07,2378.07
2012-06-27,MDRD.BO,2.104089219330855,5.38,16.7
2006-04-10,VENK.NS,2.103271692745377,70.3,218.16
2016-02-04,SEAM.NS,2.102876480541455,88.65,275.07
2017-03-31,VENK.NS,2.1019931453751686,980.36,3041.07
2009-12-14,AEGS.NS,2.101694915254237,2.95,9.15
2011-02-28,SEAM.NS,2.0997320631140224,100.77,312.36
2017-09-28,WHEL.NS,2.0993817504655494,671.25,2080.46
2014-05-22,MDRD.BO,2.0993413830954997,18.22,56.47
2014-05-07,HEGL.NS,2.098391932406651,36.69,113.68
2014-10-09,XPRO.NS,2.09765625,7.68,23.79
2017-02-01,JAAO.NS,2.096556981323847,78.71,243.73
2021-05-11,HLVL.NS,2.096446700507614,1.97,6.1
2008-10-15,NALU.NS,2.0961695191524043,12.27,37.99
2010-08-25,HEGL.NS,2.0959641255605383,44.6,138.08
2010-01-21,JAAO.NS,2.093250901597115,38.82,120.08
2011-04-04,JAAO.NS,2.0908326324642554,11.89,36.75
2007-05-23,BRIT.NS,2.090532384469867,111.01,343.08
2005-01-12,JKIN.NS,2.0902036857419977,10.31,31.86
2017-06-06,IMCL.NS,2.0894808743169397,14.64,45.23
2017-07-10,AEGS.NS,2.0893732341578732,173.43,535.79
2022-06-03,BRIT.NS,2.0880167208546214,1076.5,3324.25
2009-10-14,OSGL.NS,2.08780487804878,6.15,18.99
2006-02-13,THOM.NS,2.085648148148148,4.32,13.33
2011-02-28,HEGL.NS,2.085550690468171,29.69,91.61
2018-06-27,NALU.NS,2.0845107273678702,38.22,117.89
2010-09-15,TVEL.NS,2.084425597532768,25.94,80.01
2022-12-08,VSTI.NS,2.083509067903838,94.84,292.44
2012-06-06,KAMT.NS,2.083392786365438,126.15,388.97
2011-02-01,KAMT.NS,2.0820476858345023,28.52,87.9
2012-05-23,TANE.BO,2.0813143046797213,30.13,92.84
2013-03-20,BOB.NS,2.080222181751958,109.82,338.27
2012-03-12,WSTC.NS,2.08,13.75,42.35
2022-04-27,VSTI.NS,2.0791050250641887,81.79,251.84
2019-05-20,WRRN.BO,2.0787177203918077,56.15,172.87
2008-07-15,GENS.NS,2.0787088215785987,45.23,139.25
2006-12-05,WRRN.BO,2.077955271565495,15.65,48.17
2013-11-22,VSTI.NS,2.0773246329526915,30.65,94.32
2026-04-06,THOM.NS,2.0756530825496338,95.7,294.34
2015-04-21,BOB.NS,2.0747944656105872,149.61,460.02
2018-07-25,HEGL.NS,2.0743141773845815,672.55,2067.63
2021-09-30,WHEL.NS,2.072234826205081,714.06,2193.76
2009-08-18,WSTC.NS,2.0721336370539105,13.17,40.46
2023-04-03,TVEL.NS,2.071365665522791,329.29,1011.37
2011-02-08,CHPC.NS,2.0709609292502638,47.35,145.41
2019-10-17,GENS.NS,2.0706521739130435,20.24,62.15
2010-09-22,TANE.BO,2.0696055684454757,12.93,39.69
2008-03-17,ARTI.NS,2.068702290076336,3.93,12.06
2022-11-22,HEGL.NS,2.068511000852002,199.53,612.26
2022-07-25,JKIN.NS,2.066678227694442,115.33,353.68
2017-11-03,WRRN.BO,2.0663617463617463,120.25,368.73
2022-11-23,JAAO.NS,2.0648828149945717,156.59,479.93
2013-05-10,WIPR.NS,2.0646203554119547,18.57,56.91
2011-11-09,WRRN.BO,2.064542821679768,72.51,222.21
2022-11-14,SEAM.NS,2.0643574686261066,335.47,1028.0
2009-07-10,ARTI.NS,2.0640776699029124,5.15,15.78
2008-12-30,ASHT.NS,2.0639844256975994,77.05,236.08
2011-08-12,MDRD.BO,2.0625850340136056,14.7,45.02
2021-05-24,MDRD.BO,2.061919504643963,3.23,9.89
2023-05-12,CEMI.NS,2.0587496072887217,127.32,389.44
2012-07-27,TANE.BO,2.058660325009909,25.23,77.17
2021-12-21,SEAM.NS,2.0577338178638755,365.99,1119.1
2013-04-29,WRRN.BO,2.057225940963459,182.26,557.21
2016-12-16,GICH.NS,2.056633606439558,69.57,212.65
2015-01-07,AEGS.NS,2.0565428109854604,12.38,37.84
2011-11-24,XPRO.NS,2.0558219178082195,29.2,89.23
2024-12-23,NALU.NS,2.055811648079306,201.75,616.51
2010-04-21,ASHT.NS,2.055463277244168,138.47,423.09
2008-11-25,XPRO.NS,2.054263565891473,2.58,7.88
2019-07-25,JAAO.NS,2.0542534388688236,130.13,397.45
2024-11-25,CEMI.NS,2.0535920676440176,164.39,501.98
2014-05-16,WIPR.NS,2.0527292981804677,26.93,82.21
2020-04-16,WSTC.NS,2.0522015433499767,44.06,134.48
2013-10-15,TANE.BO,2.052160953800298,6.71,20.48
2012-06-25,WIPR.NS,2.0516245487364624,55.4,169.06
2010-03-03,VSTI.NS,2.0507246376811596,24.84,75.78
2024-10-03,JAAO.NS,2.0504591559210317,312.53,953.36
2017-02-21,KAMT.NS,2.0504403522818255,12.49,38.1
2017-02-03,TAJG.NS,2.0503813265541946,129.81,395.97
2012-01-09,AEGS.NS,2.049689440993789,3.22,9.82
2023-09-29,HLVL.NS,2.049327354260089,6.69,20.4
2022-12-20,CEMI.NS,2.0477447216890594,41.68,127.03
2010-01-14,HLVL.NS,2.047115192653224,50.09,152.63
2015-11-26,HLVL.NS,2.0466321243523313,19.3,58.8
2010-06-16,THOM.NS,2.0466165413533837,6.65,20.26
2018-05-22,THOM.NS,2.0464753587024327,32.06,97.67
2020-12-02,VENK.NS,2.046427200906372,1641.71,5001.35
2011-05-04,TVEL.NS,2.045394446892904,22.69,69.1
2021-02-26,VSTI.NS,2.0451698614537865,263.45,802.25
2016-08-22,AEGS.NS,2.044019316493313,107.68,327.78
2023-05-11,WSTC.NS,2.0437948028673834,178.56,543.5
2005-01-17,TVEL.NS,2.043632075471698,59.36,180.67
2019-03-13,WSTC.NS,2.042345276872964,248.67,756.54
2014-01-03,GENS.NS,2.042126894425893,77.86,236.86
2023-09-28,TVEL.NS,2.0420462508759636,114.16,347.28
2016-07-04,MDRD.BO,2.040506329113924,3.95,12.01
2008-10-22,VSTI.NS,2.0403726708074528,3.22,9.79
2005-10-14,JAAO.NS,2.0392857142857146,11.2,34.04
2009-12-04,BRIT.NS,2.038717067583047,43.65,132.64
2017-03-27,BRIT.NS,2.038557618451191,1445.11,4391.05
2013-06-25,BRIT.NS,2.038408380010184,274.94,835.38
2022-02-23,CEMI.NS,2.0379973178363877,22.37,67.96
2021-06-14,WSTC.NS,2.0369917040663674,73.53,223.31
2013-07-10,VENK.NS,2.03555272830082,282.96,858.94
2021-07-16,IMCL.NS,2.0355208464542134,79.39,240.99
2016-06-22,VENK.NS,2.0351122169188587,393.88,1195.47
2009-08-31,OSGL.NS,2.0348101265822782,6.32,19.18
2025-04-02,CEMI.NS,2.034782608695652,182.85,554.91
2018-06-01,OSGL.NS,2.034574468085107,7.52,22.82
2009-10-22,KAMT.NS,2.0338323353293415,66.8,202.66
2007-09-06,IMCL.NS,2.033536585365854,6.56,19.9
2017-03-23,GENS.NS,2.033510638297872,188.0,570.3
2017-04-17,TANE.BO,2.0334680679062247,61.85,187.62
2011-11-21,WIPR.NS,2.030321046373365,16.82,50.97
2018-07-30,ARTI.NS,2.0303209293167948,253.95,769.55
2005-04-07,OSGL.NS,2.0292887029288704,9.56,28.96
2022-05-10,AEGS.NS,2.0290292270411947,202.21,612.5
2016-03-22,TAJG.NS,2.0289550986151914,23.83,72.18
2006-08-24,AEGS.NS,2.028688524590164,7.32,22.17
2020-12-18,CHPC.NS,2.0283259070655633,31.42,95.15
2005-01-07,HEGL.NS,2.0275150472914873,11.63,35.21
2021-01-07,AEGS.NS,2.0269558676028083,79.76,241.43
2015-05-27,ARTI.NS,2.0248917748917745,64.68,195.65
2013-11-28,KAMT.NS,2.0238721804511277,53.2,160.87
2016-10-04,GENS.NS,2.0237693206909992,76.99,232.8
2023-01-12,WIPR.NS,2.023619047619048,183.75,555.59
2020-09-24,HEGL.NS,2.0222707423580784,45.8,138.42
2019-01-03,BOB.NS,2.02212389380531,33.9,102.45
2008-10-20,MDRD.BO,2.0219251336898396,18.7,56.51
2023-03-03,BOB.NS,2.0216958462066597,145.65,440.11
2010-08-13,GICH.NS,2.019883920894239,93.04,280.97
2008-01-09,XPRO.NS,2.019578760011866,33.71,101.79
2009-04-13,CEMI.NS,2.0188679245283017,3.18,9.6
2007-06-01,AEGS.NS,2.0188087774294674,6.38,19.26
2015-04-16,AEGS.NS,2.0181035761982486,67.39,203.39
2018-05-16,TANE.BO,2.017570664629488,13.09,39.5
2015-12-10,VSTI.NS,2.017357488380916,105.43,318.12
2014-07-21,JAAO.NS,2.0169029443838604,18.34,55.33
2018-04-24,CHPC.NS,2.0163754258709745,272.97,823.38
2016-10-24,WHEL.NS,2.0163328197226504,194.7,587.28
2007-12-20,THOM.NS,2.0155374426897605,39.26,118.39
2017-01-02,CHPC.NS,2.0150629180895354,213.77,644.53
2011-11-02,WHEL.NS,2.0149700598802394,70.14,211.47
2018-09-07,HEGL.NS,2.0145745181006114,233.97,705.32
2008-05-23,VENK.NS,2.0133239831697054,28.52,85.94
2008-09-29,WRRN.BO,2.013109077417759,40.43,121.82
2021-10-05,IMCL.NS,2.012637586628618,24.53,73.9
2016-01-25,TVEL.NS,2.0119201030927836,31.04,93.49
2018-04-05,MDRD.BO,2.011851851851852,6.75,20.33
2012-06-26,CHPC.NS,2.006628273389112,92.03,276.7
2005-11-01,OSGL.NS,2.006045949214027,8.27,24.86
2009-06-29,BRIT.NS,2.005309033280507,126.2,379.27
2005-05-04,BRIT.NS,2.004115226337449,63.18,189.8
2011-10-26,BRIT.NS,2.003649056005077,63.03,189.32
2020-09-29,XPRO.NS,2.0028715003589377,13.93,41.83
2014-07-18,CHPC.NS,2.001721417300244,69.71,209.25
2009-08-20,TAJG.NS,2.0015460430959515,103.49,310.63
2008-10-24,ARTI.NS,2.0000000000000004,1.44,4.32
2008-10-27,WHEL.NS,1.9989594172736735,9.61,28.82
2017-12-20,GICH.NS,1.9988243805389763,110.58,331.61
2023-12-14,GENS.NS,1.9977550161358217,142.54,427.3
2009-02-02,WRRN.BO,1.997694081475788,39.03,117.0
2020-06-19,CHPC.NS,1.9964711813140648,59.51,178.32
2008-01-24,TAJG.NS,1.9964005759078551,125.02,374.61
2007-07-25,NALU.NS,1.9953095684803,10.66,31.93
2025-09-18,HEGL.NS,1.9950641087438545,518.65,1553.39
2013-07-04,GENS.NS,1.9944642151047849,25.29,75.73
2010-06-29,ASHT.NS,1.9941928902142352,127.43,381.55
2008-05-27,HEGL.NS,1.9936339522546418,37.7,112.86
2018-04-02,GICH.NS,1.9934930493936704,101.43,303.63
2015-05-11,VSTI.NS,1.9930270321902759,104.69,313.34
2012-08-03,KAMT.NS,1.9929060665362033,40.88,122.35
2019-10-30,VENK.NS,1.9927595226135009,577.31,1727.75
2012-06-26,TAJG.NS,1.99120082815735,19.32,57.79
2012-07-26,HLVL.NS,1.9903381642512077,31.05,92.85
2013-08-21,BRIT.NS,1.9902140877058212,299.41,895.3
2018-08-24,GENS.NS,1.9891867871426454,67.51,201.8
2014-05-27,WSTC.NS,1.9880402853545953,47.66,142.41
2024-04-19,KAMT.NS,1.9871894541152608,295.85,883.76
2019-01-01,WRRN.BO,1.98592620768353,26.29,78.5
2006-12-05,IMCL.NS,1.9852507374631263,6.78,20.24
2010-08-23,GICH.NS,1.9852205800644516,89.99,268.64
2011-07-15,GICH.NS,1.9845465636437578,24.59,73.39
2018-02-23,CEMI.NS,1.9836397368864902,177.87,530.7
2005-08-22,SEAM.NS,1.9835403726708072,32.2,96.07
2005-08-11,OSGL.NS,1.9832935560859184,4.19,12.5
2014-10-14,ARTI.NS,1.9829382183908049,55.68,166.09
2026-03-20,VENK.NS,1.9827688651218067,437.58,1305.2
2012-04-19,SEAM.NS,1.9812734082397006,29.37,87.56
2020-09-21,KAMT.NS,1.9810568295114654,10.03,29.9
2020-12-15,WSTC.NS,1.9808082672079723,54.19,161.53
2006-10-05,VENK.NS,1.9807462488381353,75.31,224.48
2016-04-06,AEGS.NS,1.9805042016806724,29.75,88.67
2011-07-14,JKIN.NS,1.9797047970479702,5.42,16.15
2023-02-06,ASHT.NS,1.979575596816976,75.4,224.66
2009-01-22,XPRO.NS,1.9790209790209792,2.86,8.52
2011-05-10,HEGL.NS,1.978181818181818,11.0,32.76
2015-03-13,IMCL.NS,1.9781601588352085,15.11,45.0
2020-06-24,ASHT.NS,1.978021978021978,18.2,54.2
2009-07-01,BRIT.NS,1.9779275092936803,129.12,384.51
2007-12-31,SEAM.NS,1.9778803822613549,93.13,277.33
2005-08-30,THOM.NS,1.9766031195840559,11.54,34.35
2005-02-03,WRRN.BO,1.9755434782608696,51.52,153.3
2007-11-16,AEGS.NS,1.9754601226993866,3.26,9.7
2012-09-10,GENS.NS,1.9745804676753784,181.75,540.63
2023-07-25,VSTI.NS,1.9726338668247383,101.22,300.89
2022-11-10,WRRN.BO,1.9713552800342025,23.39,69.5
2009-11-24,HLVL.NS,1.9711538461538458,39.52,117.42
2010-07-21,JKIN.NS,1.969976905311778,8.66,25.72
2008-02-22,ASHT.NS,1.9678678180006641,602.2,1787.25
2011-10-14,MDRD.BO,1.9678030303030303,5.28,15.67
2010-11-24,BRIT.NS,1.966150456020077,163.37,484.58
2025-06-24,CEMI.NS,1.9660275479339053,800.06,2373.0
2007-03-27,WSTC.NS,1.9659280936454846,47.84,141.89
2013-12-03,VSTI.NS,1.9651641401465718,99.61,295.36
2015-09-11,THOM.NS,1.963926174496644,23.84,70.66
2020-07-30,IMCL.NS,1.963650425367363,51.72,153.28
2010-02-08,JKIN.NS,1.9634703196347028,26.28,77.88
2024-03-04,TVEL.NS,1.9633709981167606,106.2,314.71
2007-05-21,WSTC.NS,1.9627732913137677,50.77,150.42
2016-04-27,WSTC.NS,1.96249435155897,22.13,65.56
2010-07-29,JKIN.NS,1.9621965777954635,25.13,74.44
2018-07-06,CHPC.NS,1.961809207864714,247.18,732.1
2012-12-03,JKIN.NS,1.9607218683651806,18.84,55.78
2023-08-02,ARTI.NS,1.9599722642460922,158.64,469.57
2013-07-17,WIPR.NS,1.9585653455617424,61.06,180.65
2009-10-28,CEMI.NS,1.957645764576458,18.18,53.77
2022-12-28,HLVL.NS,1.9575510204081632,12.25,36.23
2014-02-13,CHPC.NS,1.9575,16.0,47.32
2021-05-27,HLVL.NS,1.9572413793103451,7.25,21.44
2007-11-23,WSTC.NS,1.9560214375788147,63.44,187.53
2023-04-10,TAJG.NS,1.9559127101150104,67.82,200.47
2007-08-21,CHPC.NS,1.955397301349325,53.36,157.7
2009-09-01,AEGS.NS,1.9551020408163264,2.45,7.24
2022-08-12,TAJG.NS,1.9549797868430723,54.42,160.81
2009-06-22,HLVL.NS,1.954887218045113,10.64,31.44
2021-10-29,ARTI.NS,1.95445819112628,843.84,2493.09
2014-12-17,THOM.NS,1.9523467002337709,55.61,164.18
2014-07-17,ARTI.NS,1.9521224086870679,40.52,119.62
2022-12-09,CHPC.NS,1.9515651767637445,64.21,189.52
2017-08-23,CEMI.NS,1.9512566641279512,157.56,465.0
2020-04-29,AEGS.NS,1.951140479064744,157.39,464.48
2009-12-09,KAMT.NS,1.9509713228492136,21.62,63.8
2005-09-29,AEGS.NS,1.9507575757575757,2.64,7.79
2018-08-23,VENK.NS,1.9500315619342268,2883.22,8505.59
2016-05-11,WRRN.BO,1.9476331360946748,135.2,398.52
2006-04-26,WHEL.NS,1.9472465685463867,60.47,178.22
2014-08-04,ARTI.NS,1.9464755077658302,41.85,123.31
2025-03-24,WRRN.BO,1.9462414578587701,43.9,129.34
2014-08-26,OSGL.NS,1.9461775797051764,29.17,85.94
2011-06-06,BOB.NS,1.9456221198156682,43.4,127.84
2005-08-26,BOB.NS,1.944530046224961,32.45,95.55
2006-12-27,CEMI.NS,1.9442616207322092,48.62,143.15
2018-12-18,GICH.NS,1.943342919126179,198.21,583.4
2020-09-01,AEGS.NS,1.9425955897228402,197.72,581.81
2008-11-11,ARTI.NS,1.9415584415584415,1.54,4.53
2023-10-20,GICH.NS,1.940403782264247,195.65,575.29
2013-12-13,ASHT.NS,1.9398026978055167,99.34,292.04
2006-03-08,GENS.NS,1.9384615384615387,1.95,5.73
2015-11-05,TANE.BO,1.93719806763285,60.03,176.32
2013-03-26,NALU.NS,1.9361078546307153,17.06,50.09
2016-10-18,THOM.NS,1.9360675512665861,24.87,73.02
2017-08-14,THOM.NS,1.9343396226415095,26.5,77.76
2017-08-16,VSTI.NS,1.9339858503111862,187.99,551.56
2026-05-13,HEGL.NS,1.9339224158858084,205.97,604.3
2018-06-29,CHPC.NS,1.9326907233481632,242.76,711.94
2022-04-08,WRRN.BO,1.931769722814499,28.14,82.5
2021-04-27,GICH.NS,1.9314733733835658,98.21,287.9
2024-07-12,WHEL.NS,1.930640697796616,285.47,836.61
2023-06-02,TVEL.NS,1.9296457219251337,119.68,350.62
2014-09-15,TAJG.NS,1.9292012670148107,116.81,342.16
2018-11-07,THOM.NS,1.9287368150244406,77.74,227.68
2025-12-24,WIPR.NS,1.9286011263559741,264.57,774.82
2018-08-14,ARTI.NS,1.9284800227498935,281.32,823.84
2020-09-16,GICH.NS,1.9283591944536154,30.29,88.7
2020-06-17,WRRN.BO,1.926931106471816,47.9,140.2
2022-09-01,HLVL.NS,1.926470588235294,3.4,9.95
2008-11-12,TANE.BO,1.9263639832125143,26.21,76.7
2011-05-23,BRIT.NS,1.9263231820213242,156.63,458.35
2025-03-10,BOB.NS,1.9252794365334558,65.31,191.05
2013-04-25,JAAO.NS,1.9233807266982619,12.66,37.01
2018-06-11,HEGL.NS,1.923235436725081,577.48,1688.11
2010-09-16,THOM.NS,1.9231722428748448,8.07,23.59
2023-08-02,GENS.NS,1.9215568261610994,99.69,291.25
2022-04-19,WHEL.NS,1.9214410765164258,582.62,1702.09
2012-03-01,MDRD.BO,1.9213250517598341,4.83,14.11
2012-11-02,THOM.NS,1.9205741626794262,20.9,61.04
2021-12-24,AEGS.NS,1.9202733485193626,70.24,205.12
2018-09-12,SEAM.NS,1.9188195870716678,92.51,270.02
2011-10-19,ASHT.NS,1.9168482816429173,59.65,173.99
2005-05-02,IMCL.NS,1.916820702402957,5.41,15.78
2010-03-29,THOM.NS,1.9167904903417532,6.73,19.63
2021-10-20,JAAO.NS,1.9163228468282618,77.56,226.19
2008-08-22,AEGS.NS,1.9158163265306123,7.84,22.86
2012-11-30,VENK.NS,1.9158138636802469,103.58,302.02
2014-03-20,OSGL.NS,1.9154362416107378,22.35,65.16
2015-07-01,MDRD.BO,1.9138755980861246,4.18,12.18
2007-06-25,AEGS.NS,1.9131832797427655,6.22,18.12
2006-01-13,VENK.NS,1.9129599121361887,36.42,106.09
2006-01-31,MDRD.BO,1.9128440366972472,4.36,12.7
2012-02-03,TANE.BO,1.9127659574468083,18.8,54.76
2005-04-25,BRIT.NS,1.9126617375231052,21.64,63.03
2018-02-20,SEAM.NS,1.912239935152661,185.05,538.91
2009-09-14,VSTI.NS,1.91218872870249,7.63,22.22
2008-09-03,ASHT.NS,1.9112206855081175,415.75,1210.34
2005-03-10,VENK.NS,1.9106536982583129,44.21,128.68
2005-03-07,AEGS.NS,1.9096209912536444,3.43,9.98
2012-03-19,VSTI.NS,1.9095613921593992,77.29,224.88
2009-10-26,WRRN.BO,1.9078540507111934,32.34,94.04
2014-06-04,JAAO.NS,1.9073692877727462,48.58,141.24
2012-05-23,TVEL.NS,1.906690140845071,5.68,16.51
2025-10-08,CEMI.NS,1.906655027340293,824.79,2397.38
2022-06-29,WRRN.BO,1.9056362083689153,23.42,68.05
2008-11-20,GENS.NS,1.9054684188215347,23.59,68.54
2009-12-31,OSGL.NS,1.9048898441698014,18.61,54.06
2005-05-31,XPRO.NS,1.9048316251830162,6.83,19.84
2013-01-25,GICH.NS,1.9047898912724066,34.03,98.85
2013-07-18,OSGL.NS,1.9034267912772584,16.05,46.6
2022-05-25,JKIN.NS,1.9029273066998842,112.39,326.26
2011-02-14,CEMI.NS,1.9026455026455027,18.9,54.86
2023-08-09,THOM.NS,1.9023540589042542,94.73,274.94
2015-05-11,IMCL.NS,1.9022961574507966,42.68,123.87
2026-06-08,IMCL.NS,1.9021969696969698,396.0,1149.27
2017-11-24,GICH.NS,1.9019607843137258,118.32,343.36
2018-10-10,OSGL.NS,1.9013994910941476,15.72,45.61
2025-09-17,HLVL.NS,1.900900900900901,12.21,35.42
2005-09-05,JAAO.NS,1.9008961518186611,37.94,110.06
2018-09-10,VSTI.NS,1.8996920740709493,237.07,687.43
2019-05-10,WIPR.NS,1.898435745827408,133.61,387.26
2009-04-17,BRIT.NS,1.8982078853046596,41.85,121.29
2005-11-21,THOM.NS,1.8980291345329907,11.67,33.82
2024-10-17,TVEL.NS,1.8978708047636235,415.65,1204.5
2005-02-28,GENS.NS,1.8975672215108834,7.81,22.63
2020-09-21,OSGL.NS,1.897174254317111,12.74,36.91
2012-02-28,CEMI.NS,1.8951285520974288,14.78,42.79
2015-08-11,KAMT.NS,1.894260307194826,61.85,179.01
2018-11-12,ASHT.NS,1.8938190273202866,51.61,149.35
2025-12-03,TVEL.NS,1.8934843662235536,534.1,1545.41
2006-09-06,GENS.NS,1.8933823529411762,5.44,15.74
2016-02-18,VSTI.NS,1.8924644676857065,37.29,107.86
2014-03-11,NALU.NS,1.8907793633369927,18.22,52.67
2014-07-31,TANE.BO,1.8903591682419658,37.03,107.03
2006-07-14,IMCL.NS,1.8902654867256632,5.65,16.33
2017-08-07,JAAO.NS,1.8888356492573068,166.96,482.32
2016-01-20,TANE.BO,1.8878805067120439,52.89,152.74
2015-11-26,AEGS.NS,1.8855676328502415,33.12,95.57
2015-06-18,MDRD.BO,1.883116883116883,3.85,11.1
2008-05-16,TVEL.NS,1.882838283828383,12.12,34.94
2024-04-02,WHEL.NS,1.8827069473972977,583.24,1681.31
2018-02-09,GENS.NS,1.8823117688231172,100.01,288.26
2006-08-28,JAAO.NS,1.8817603393425242,18.86,54.35
2010-07-07,TAJG.NS,1.881379962192817,148.12,426.79
2005-09-21,CHPC.NS,1.881283004107178,153.39,441.96
2025-09-04,MDRD.BO,1.8807121661721067,16.85,48.54
2019-09-20,OSGL.NS,1.8806244260789713,10.89,31.37
2019-07-12,AEGS.NS,1.879665314401623,197.2,567.87
2010-06-24,WRRN.BO,1.879474548440066,30.45,87.68
2009-02-16,TAJG.NS,1.8770604395604393,14.56,41.89
2010-04-08,WIPR.NS,1.8762384842690771,57.53,165.47
2016-08-18,ASHT.NS,1.875253256150506,103.65,298.02
2007-12-14,MDRD.BO,1.87513481126423,83.45,239.93
2015-05-07,WSTC.NS,1.8737607402511562,15.13,43.48
2006-12-29,WIPR.NS,1.8719253604749788,47.16,135.44
2014-10-23,HEGL.NS,1.8714464882943145,47.84,137.37
2025-10-20,VSTI.NS,1.8706624605678233,253.6,728.0
2018-12-27,VENK.NS,1.8700314137950564,2295.17,6587.21
2005-02-25,WSTC.NS,1.864836325237592,9.47,27.13
2017-07-04,TAJG.NS,1.8640569395017792,56.2,160.96
2008-03-07,NALU.NS,1.8640436306973118,51.34,147.04
2022-01-21,HLVL.NS,1.8629032258064515,3.72,10.65
2010-10-13,ASHT.NS,1.8622961513372474,306.6,877.58
2025-08-21,TVEL.NS,1.8620050125313283,399.0,1141.94
2018-07-30,WHEL.NS,1.8616277178333243,368.86,1055.54
2025-06-20,HEGL.NS,1.861618637608915,485.47,1389.23
2017-06-05,JAAO.NS,1.861374728850325,147.52,422.11
2025-11-27,WIPR.NS,1.8607714016933206,85.04,243.28
2006-03-16,WRRN.BO,1.8602045786653676,20.53,58.72
2013-02-01,TAJG.NS,1.8599913307325533,23.07,65.98
2021-06-08,JKIN.NS,1.8594827586206897,46.4,132.68
2016-03-02,IMCL.NS,1.858588413862889,39.53,113.0
